Nom,Prénom,Mail,Né(e) le,Téléphone,Sexe,Classe,Projet d'accompagnement,Allergies,Régime,Sport,Club,Formation,Groupes,Toutes les options,Redoublement,Moyenne Générale
MOKOKO,Yann,mokoko.yann@gmail.com,14/3/2001,0650256700,Masculin,1BV,,Kiwi,Externe,Football,Actualité,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,55"
MOLL CARDONA,Samuel,moll cardona.samuel@orange.fr,20/8/2000,078931646,Masculin,TARED,,Soja,Demi-pensionnaire,Basketball,Peinture,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"11,44"
MONSOH,Eddy,monsoh.eddy@yahoo.fr,8/5/2003,062035141,Masculin,,,Lactose,Externe,Football,Robotique,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,14
MONTAILLE,William,montaille.william@yahoo.fr,9/1/2001,0624620322,Masculin,TMELEC,,Fruits à coque,Demi-pensionnaire,Karaté,Magie,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"10,96"
MOREL,Kilian,morel.kilian@yahoo.fr,24/9/2000,06821268,Masculin,,,,Externe,Tennis,Cinéma,,,ANGLAIS LV1,FAUX,"13,88"
MORELLI,Lenny,morelli.lenny@outlook.com,9/7/1999,0689739039,Masculin,1MELEC,,Kiwi,Demi-pensionnaire,Natation,Actualité,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS",ANGLAIS LV1,FAUX,"11,09"
MORGANA,Matéo,morgana.matéo@yahoo.fr,19/7/2004,0727300190,Masculin,TBRS,,Lactose,Demi-pensionnaire,Natation,Théâtre,TLEPRE EUROPEENNE CUISINE,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"14,26"
MOTO-KOKA,Florentine,moto-koka.florentine@free.fr,3/9/2003,0783179524,Féminin,1BV,,Fruits à coque,Demi-pensionnaire,Karaté,Actualité,1ERPRE EURO VENTE(PROS.NEGO S.CLT,"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2, ANGLAIS SECTION EURO",FAUX,"15,35"
MOUDINGO MPONDO,Maël,moudingo mpondo.maël@gmail.com,11/7/2002,0632785322,Masculin,1ARED,,Fruits à coque,Externe,Football,Actualité,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,VRAI,"16,47"
MOUSSAOUI,Adam,moussaoui.adam@outlook.com,6/3/2003,0644539062,Masculin,1BP,,Oeuf,Demi-pensionnaire,Gymnastique,Peinture,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,"ANGLAIS LV1, ACCOMPAGNEMT. PERSO.",FAUX,"17,52"
MOUSSAOUI,Ali,moussaoui.ali@free.fr,16/8/2000,0773668746,Masculin,2MCV1,,Soja,Demi-pensionnaire,Danse,Actualité,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,61"
MUNDUTEGUY,Baptiste,munduteguy.baptiste@outlook.com,16/9/2000,074713315,Masculin,,,,Demi-pensionnaire,Basketball,Natation,,,ANGLAIS LV1,FAUX,"14,81"
MUNSHI,Imrule,munshi.imrule@free.fr,4/4/2001,0647956436,Masculin,1BV,,Poisson,Externe,Danse,Cinéma,1ERPRE EURO VENTE(PROS.NEGO S.CLT,"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2, ANGLAIS SECTION EURO",FAUX,"16,17"
MUZAFAR,Mahmmod,muzafar.mahmmod@orange.fr,24/2/1999,0629934125,Masculin,2BR2,,Fruits à coque,Externe,Natation,Robotique,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"16,65"
N'GUESSAN,Jason,n'guessan.jason@outlook.com,26/9/2004,0717668175,Masculin,1BP,,Lactose,Externe,Gymnastique,Art,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"13,97"
N'KASSI,Mourad,n'kassi.mourad@yahoo.fr,2/9/2001,0730854503,Masculin,,,,Externe,Danse,Sport,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,6"
NACHIT,Hicham,nachit.hicham@free.fr,25/4/2004,0759182947,Masculin,TBP,,Oeuf,Demi-pensionnaire,Natation,Peinture,TLEPRO BOULANGER-PÂTISSIER,TBPMATHS,ANGLAIS LV1,FAUX,"17,4"
NADDEO,Milo,naddeo.milo@outlook.com,1/7/2003,0654396223,Masculin,1RISC,,Oeuf,Demi-pensionnaire,Karaté,Cinéma,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"16,34"
NADISAN,Lavinia,nadisan.lavinia@free.fr,27/12/2003,0682536171,Féminin,2BR1,,Poisson,Externe,Basketball,Peinture,2NDPRO CUISINE,"2BR1APS CU, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"16,89"
NAIT OUFKIR,Samir,nait oufkir.samir@gmail.com,1/6/2000,0732813784,Masculin,,,Oeuf,Demi-pensionnaire,Basketball,Magie,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"11,35"
NALA,Reyane,nala.reyane@orange.fr,17/1/2001,07226113,Féminin,1BRA,,,Demi-pensionnaire,Gymnastique,Peinture,1ERPRO CUISINE,,ANGLAIS LV1,FAUX,"15,3"
NANA MABOUILA,Charcel Glodi,nana mabouila.charcel glodi@outlook.com,6/4/2004,0711791744,Masculin,TARED,,Soja,Externe,Natation,Peinture,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,16
NANTOY,Andriy,nantoy.andriy@outlook.com,13/3/2003,066262465,Masculin,TBRA,,Kiwi,Demi-pensionnaire,Football,Natation,TLEPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"13,93"
NAQASHA,Maryam,naqasha.maryam@free.fr,2/3/2001,0717380729,Féminin,2EVS,,,Externe,Football,Natation,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"13,4"
NASR,Nassima,nasr.nassima@yahoo.fr,13/5/2000,0746990900,Féminin,1BC,,,Externe,Basketball,Magie,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,02"
NASSAR,Rémy,nassar.rémy@gmail.com,27/1/2004,0650190689,Masculin,,,Fruits à coque,Demi-pensionnaire,Gymnastique,Art,,,ANGLAIS LV1,FAUX,"12,58"
NASSEAU,Janelle,nasseau.janelle@outlook.com,18/12/2004,0726653237,Féminin,2MCV2,,Lactose,Demi-pensionnaire,Karaté,Actualité,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,27"
NAUDET,Bertrand,naudet.bertrand@yahoo.fr,16/2/1999,0714498272,Masculin,,,Poisson,Externe,Karaté,Théâtre,,,ANGLAIS LV1,FAUX,"13,36"
NDONGO,Dieynaba,ndongo.dieynaba@yahoo.fr,5/3/2002,0692693542,Féminin,TBC,,Oeuf,Demi-pensionnaire,Gymnastique,Art,TLEPRO COMMERCE,"Musculation Tle G1 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"4,1"
NDOUMBE MBONJO,Curtis,ndoumbe mbonjo.curtis@outlook.com,11/9/2000,0799788445,Masculin,2POP2,,Poisson,Externe,Natation,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"13,34"
NEFFATI,Mehdi,neffati.mehdi@yahoo.fr,11/12/2000,0788496360,Masculin,1BRA,,Oeuf,Demi-pensionnaire,Karaté,Sport,1ERPRO CUISINE,,ANGLAIS LV1,FAUX,"11,8"
NELSON,Berenice,nelson.berenice@free.fr,13/11/2002,0732738799,Féminin,TBRA,,Kiwi,Externe,Natation,Actualité,TLEPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"15,92"
NEMORIN,Shanys,nemorin.shanys@yahoo.fr,1/2/2001,0744544000,Féminin,2BP,,Poisson,Externe,Gymnastique,Sport,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"13,27"
NERIS,Adrien,neris.adrien@gmail.com,15/10/2002,068768228,Masculin,2BP,,Oeuf,Demi-pensionnaire,Football,Peinture,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"14,13"
NEVES,Alexis,neves.alexis@orange.fr,15/2/2001,062905592,Masculin,,,,Demi-pensionnaire,Danse,Cinéma,2NDPRO COMMERC. SERVICES EN RESTAURATION,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1","ANGLAIS LV1, CONS.AC.PER.CH.ORIEN",FAUX,"13,12"
NGANDJI NDONTSOU,Francky,ngandji ndontsou.francky@yahoo.fr,11/8/2003,0794009979,Masculin,,,Soja,Demi-pensionnaire,Basketball,Peinture,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"15,14"
NGO SOHNA,Dimitri,ngo sohna.dimitri@gmail.com,10/1/2001,0634521428,Masculin,2POP3,,Soja,Demi-pensionnaire,Gymnastique,Robotique,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"15,86"
NGONDO,Harold,ngondo.harold@gmail.com,7/1/2002,0760932330,Masculin,2MCV1,,Lactose,Demi-pensionnaire,Football,Robotique,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS","ANGLAIS LV1, ESPAGNOL LV2",VRAI,"17,25"
NICO,John,nico.john@gmail.com,28/3/2001,0613921854,Masculin,TBV,,Lactose,Externe,Gymnastique,Art,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 R, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,11"
NIEDBALA,Yann,niedbala.yann@outlook.com,19/8/2002,0683818454,Masculin,2POP1,,,Externe,Tennis,Sport,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"12,49"
NIKOLIC,Nevena,nikolic.nevena@yahoo.fr,21/5/2002,0661820788,Féminin,,,Kiwi,Demi-pensionnaire,Football,Cinéma,2NDPRO BOULANGER-PÂTISSIER,,ANGLAIS LV1,FAUX,"10,33"
NITHARUM,Jordan,nitharum.jordan@yahoo.fr,5/3/2002,0673930287,Masculin,,,Oeuf,Externe,Gymnastique,Natation,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,92"
NITSUGAU,Laurent,nitsugau.laurent@outlook.com,4/6/2002,0652449710,Masculin,2POP3,,Poisson,Externe,Natation,Cinéma,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"14,55"
NJIE,Lamin,njie.lamin@yahoo.fr,14/3/2004,0778419521,Masculin,2EVS,,,Demi-pensionnaire,Karaté,Natation,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"10,36"
NOREL,Alexis,norel.alexis@yahoo.fr,1/12/2000,079548733,Masculin,TEVS,,,Demi-pensionnaire,Danse,Peinture,2CAP2  EMPL.VENTE: PRDTS EQUIP.COURANT,,ANGLAIS LV1,FAUX,"14,71"
NOUR,Sofiane,nour.sofiane@outlook.com,24/5/2002,061912099,Masculin,,,Fruits à coque,Externe,Basketball,Robotique,,,ANGLAIS LV1,FAUX,"16,31"
NTUMBA,L Or,ntumba.l or@outlook.com,2/9/2002,0682607183,Féminin,TBRA,,,Externe,Basketball,Robotique,TLEPRO CUISINE,,ANGLAIS LV1,VRAI,"16,6"
NUNES GOUVEIA,Evan,nunes gouveia.evan@outlook.com,18/1/2000,0635180914,Masculin,,,Fruits à coque,Demi-pensionnaire,Basketball,Cinéma,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,24"
NZIMBI,Malcolm,nzimbi.malcolm@gmail.com,9/2/1999,063246872,Masculin,,,Oeuf,Externe,Danse,Natation,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,08"
OGOULA OBIANG,Yowann,ogoula obiang.yowann@yahoo.fr,5/6/1999,0791434616,Masculin,2POP2,,Kiwi,Externe,Karaté,Robotique,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"13,28"
OLIVEIRA SANTOS,Gonçalo,oliveira santos.gonçalo@gmail.com,8/1/2001,0770567015,Masculin,TARED,,Fruits à coque,Demi-pensionnaire,Football,Natation,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"13,63"
OLSZEWSKI,Madeleine,olszewski.madeleine@orange.fr,16/5/2001,0657488830,Féminin,2MCV1,,Fruits à coque,Externe,Football,Actualité,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,74"
ONANA,Axel,onana.axel@orange.fr,15/1/2001,073820574,Masculin,1ARED,,,Demi-pensionnaire,Gymnastique,Sport,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"14,68"
ONDAYE KIESSE,Rickiel,ondaye kiesse.rickiel@orange.fr,15/6/2004,0664449230,Masculin,TBC,,Kiwi,Demi-pensionnaire,Karaté,Magie,TLEPRO COMMERCE,"Musculation Tle G1 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,57"
ORYAKHEL,Omaid Khan,oryakhel.omaid khan@free.fr,9/6/2004,0630967521,Masculin,TBRA,,Poisson,Demi-pensionnaire,Basketball,Cinéma,TLEPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"12,69"
OSIAS,Yves- Kedan,osias.yves- kedan@yahoo.fr,18/3/1999,0670524321,Masculin,,,,Demi-pensionnaire,Football,Sport,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,95"
OSORIO,Lukas,osorio.lukas@yahoo.fr,22/4/2003,0652451388,Masculin,2POP3,,Fruits à coque,Demi-pensionnaire,Tennis,Magie,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"17,79"
OUAIL,Marius,ouail.marius@gmail.com,18/4/2001,0627198990,Masculin,,,,Externe,Natation,Peinture,,,,FAUX,"17,95"
OUAIL,Méline,ouail.méline@outlook.com,10/7/2004,0730971135,Féminin,1BRS,,,Externe,Tennis,Actualité,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"11,83"
OUDADA,Ilyas,oudada.ilyas@yahoo.fr,3/1/2003,0669238163,Masculin,1BV,,Lactose,Demi-pensionnaire,Gymnastique,Actualité,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,57"
OUMNIA,Mohammed,oumnia.mohammed@gmail.com,2/12/2004,0610071259,Masculin,TBC,,Fruits à coque,Externe,Danse,Sport,TLEPRO COMMERCE,"Musculation Tle G1 R, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,81"
OUSSADANE,Mohamed-Saïd,oussadane.mohamed-saïd@gmail.com,7/12/2001,0628853264,Masculin,2CAPC,,Soja,Demi-pensionnaire,Natation,Natation,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCFRANCA_1, 2CAPCMATHS, 2CAPCMATHS_1",ANGLAIS LV1,FAUX,"14,66"
OUTTARA,Mariam,outtara.mariam@orange.fr,1/10/2002,0657048793,Féminin,TCAPC,,Lactose,Externe,Natation,Natation,2CAP2  CUISINE,,ANGLAIS LV1,FAUX,"15,03"
OVITY,Séléna,ovity.séléna@free.fr,6/6/2001,0724852337,Féminin,,,,Demi-pensionnaire,Gymnastique,Robotique,TLEPRO COMMERCE,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,29"
PAGAL,Jordan-Arthur,pagal.jordan-arthur@orange.fr,4/6/1999,0658976609,Masculin,,,,Demi-pensionnaire,Danse,Cinéma,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,53"
PAIN,Antoine,pain.antoine@free.fr,22/12/2003,0618708078,Masculin,,,Lactose,Externe,Danse,Magie,,,ANGLAIS LV1,FAUX,"11,2"
PAPIN,Cassandra,papin.cassandra@orange.fr,2/8/2000,0774568273,Féminin,,,Oeuf,Externe,Danse,Cinéma,,,ANGLAIS LV1,FAUX,"16,92"
PAREDES PONCE,John,paredes ponce.john@free.fr,13/5/2000,0661216252,Masculin,1BRS,,,Demi-pensionnaire,Danse,Art,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"12,63"
PASAMBA,Lanz Angelo,pasamba.lanz angelo@outlook.com,5/10/2003,0759160451,Masculin,1BRS,,Fruits à coque,Demi-pensionnaire,Gymnastique,Magie,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,18"
PASSAVE,Melvin,passave.melvin@outlook.com,9/1/2004,0675780245,Masculin,2POP2,,,Externe,Danse,Peinture,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"14,24"
PELAMOURGUES,Dylan,pelamourgues.dylan@yahoo.fr,22/7/2001,0735264610,Masculin,1ARED,,Kiwi,Demi-pensionnaire,Karaté,Actualité,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"17,23"
PELERIN,Mynellia,pelerin.mynellia@outlook.com,14/12/1999,0737345825,Féminin,1BRA,,,Externe,Tennis,Actualité,1ERPRO CUISINE,,ANGLAIS LV1,FAUX,"14,56"
PELTIER,Alex,peltier.alex@gmail.com,10/7/2000,0676940649,Masculin,TBRA,,,Demi-pensionnaire,Gymnastique,Sport,TLEPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"10,65"
PENO-MALDONADO,Maylis,peno-maldonado.maylis@gmail.com,2/3/1999,069623426,Féminin,2BR2,,Soja,Demi-pensionnaire,Football,Art,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"11,13"
PEOLA,Erwan,peola.erwan@gmail.com,16/5/2003,0612670716,Masculin,2BR2,,Oeuf,Demi-pensionnaire,Basketball,Sport,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"15,26"
PEREIRA,Sevan,pereira.sevan@yahoo.fr,23/12/2003,0797473557,Masculin,,,Soja,Externe,Basketball,Sport,,,ANGLAIS LV1,FAUX,"16,55"
PEREIRA DE CARVALHO,Jordan,pereira de carvalho.jordan@orange.fr,8/4/2003,0628462432,Masculin,TBC,,Poisson,Externe,Natation,Cinéma,TLEPRO COMMERCE,"Musculation Tle G2 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,85"
PEREIRA-MACIEL,Enzo,pereira-maciel.enzo@free.fr,7/10/2000,0656194249,Masculin,TRISC,,Lactose,Demi-pensionnaire,Football,Art,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCMATHS",ANGLAIS LV1,FAUX,"11,68"
PERET,Thomas,peret.thomas@outlook.com,4/11/2003,0670586338,Masculin,,,Oeuf,Externe,Basketball,Sport,,,ANGLAIS LV1,FAUX,"16,64"
PEREZ DE SAN ROMAN,Sebastien,perez de san roman.sebastien@outlook.com,24/8/1999,0774937698,Masculin,2CAPC,,Kiwi,Externe,Tennis,Art,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCFRANCA_1, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 1",ANGLAIS LV1,FAUX,"10,57"
PERIAC,Jalil,periac.jalil@orange.fr,18/10/2003,065653318,Masculin,TBV,,Poisson,Demi-pensionnaire,Tennis,Théâtre,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 R, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,13"
PEROVAL,N'rick,peroval.n'rick@free.fr,16/1/2004,0717596570,Masculin,1BP,,Poisson,Externe,Gymnastique,Actualité,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"16,65"
PETTON,Antoine,petton.antoine@orange.fr,22/9/2001,0794663453,Masculin,TBP,,Lactose,Demi-pensionnaire,Karaté,Art,TLEPRO BOULANGER-PÂTISSIER,TBPMATHS,ANGLAIS LV1,FAUX,"15,47"
PICKEL,Océane,pickel.océane@gmail.com,11/2/1999,0661238675,Féminin,2HCRS,,Fruits à coque,Demi-pensionnaire,Basketball,Sport,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,"2HCRSACCPE, 2HCRSACCPE_1, 2HCRSMATHS, 2HCRSMATHS_1, 2HCRSMATHS_2, EPS CAP 2",ANGLAIS LV1,FAUX,"13,08"
PIERRE- LOUIS,Allane,pierre- louis.allane@gmail.com,12/4/2000,0677208532,Masculin,2POP3,,Kiwi,Externe,Natation,Peinture,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"17,93"
PINEL,Salomé,pinel.salomé@yahoo.fr,23/9/2004,0619532073,Féminin,,,,Demi-pensionnaire,Football,Cinéma,,,ANGLAIS LV1,FAUX,"14,68"
PINHEIRO-RELIER,Christopher,pinheiro-relier.christopher@outlook.com,19/8/2002,0742186276,Masculin,,,Poisson,Demi-pensionnaire,Tennis,Actualité,,,ANGLAIS LV1,FAUX,"13,52"
PINTO,Tiago,pinto.tiago@free.fr,6/12/2000,0676590862,Masculin,,,,Demi-pensionnaire,Natation,Cinéma,,,ANGLAIS LV1,FAUX,"17,6"
PLACE,Jeremy,place.jeremy@outlook.com,10/9/2001,0682185091,Masculin,,,Poisson,Demi-pensionnaire,Gymnastique,Natation,,,ANGLAIS LV1,FAUX,"15,14"
POLOMAT,Mathis,polomat.mathis@yahoo.fr,7/5/2004,0685285265,Masculin,2POP1,,Kiwi,Demi-pensionnaire,Natation,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"17,16"
POLYCARPE,Evan,polycarpe.evan@orange.fr,9/2/2001,0690123929,Masculin,,,,Demi-pensionnaire,Tennis,Magie,,,ANGLAIS LV1,FAUX,"13,62"
POUYAT,Nathalie,pouyat.nathalie@orange.fr,26/3/2004,063297844,Féminin,,,Soja,Externe,Football,Robotique,,,ANGLAIS LV1,FAUX,"17,41"
PRIGENT,Kilian,prigent.kilian@outlook.com,9/7/2004,0758782644,Masculin,TBV,,Poisson,Demi-pensionnaire,Danse,Magie,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 R, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,51"
PRIOULAT,Justine,prioulat.justine@gmail.com,22/11/2004,0750071025,Féminin,,,Poisson,Externe,Danse,Peinture,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,65"
PROCOPE CAILLARD,Jérémie,procope caillard.jérémie@free.fr,13/4/2003,0686533983,Masculin,TBC,,Fruits à coque,Demi-pensionnaire,Karaté,Natation,TLEPRO COMMERCE,"Musculation Tle G2 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,21"
PRUDENT,Alan,prudent.alan@free.fr,27/9/2004,0768279296,Masculin,,,,Demi-pensionnaire,Natation,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,92"
PUGLIESE,Thomas,pugliese.thomas@free.fr,1/1/2002,0675889199,Masculin,,,Kiwi,Externe,Karaté,Théâtre,,,ANGLAIS LV1,FAUX,"12,38"
PUNTEA,Eric,puntea.eric@yahoo.fr,23/8/2002,0664572848,Masculin,,,,Demi-pensionnaire,Karaté,Théâtre,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,59"
PUYGRENIER,Florian,puygrenier.florian@free.fr,23/10/1999,0735394923,Masculin,1MELEC,,Poisson,Externe,Natation,Art,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS",ANGLAIS LV1,FAUX,"11,92"
PYZA,Krystian Mariusz,pyza.krystian mariusz@orange.fr,5/2/2000,0786077590,Masculin,1MELEC,,Soja,Demi-pensionnaire,Gymnastique,Peinture,1ERPRE METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"16,91"
QU,Alexandre,qu.alexandre@gmail.com,21/7/2000,0659969888,Masculin,TBRS,,Oeuf,Demi-pensionnaire,Gymnastique,Actualité,TLEPRE EUROPEENNE CUISINE,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"14,88"
QUIQUINE,Mario,quiquine.mario@free.fr,14/9/2004,0761499848,Masculin,1BP,,Kiwi,Externe,Football,Art,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"11,62"
